question,answer
No s¨¦ qu¨¦ pasos hay que dar ahora ,"Estimado cliente, Adjunto encontrar¨¢ la etiqueta de env¨ªo gratuito. Siga estas instrucciones cuidadosamente, y si no se siguen estas instrucciones, tendremos que devolverle el dispositivo. 1. Desactive el C¨®DIGO DE BLOQUEO si su dispositivo tiene uno o escr¨ªbalo en un papel y p¨®ngalo en la caja. 2. DESCONECTA tu cuenta de iCloud. Si una cuenta de iCloud est¨¢ conectada al tel¨¦fono devuelto, ralentizar¨¢ su proceso de soporte. 3. Guarda tus datos y retira la tarjeta SIM. 4. Luego puede empacar el producto. Utilice un embalaje lo suficientemente fuerte y todos los accesorios recibidos deben devolverse juntos. Embale el producto con cuidado para protegerse de una posible disputa. 5. Imprima la etiqueta de env¨ªo en el paquete. 6. Puede entregar el paquete en la siguiente direcci¨®n: AVENIDA PABLO NERUDA 828038 MADRID Espa?a Si esta direcci¨®n no le conviene, puede consultar la p¨¢gina web del transportista para obtener una lista de puntos de entrega cercanos. Una vez que hayamos recibido el producto devuelto y cumpla con los requisitos, repararemos el tel¨¦fono y se lo enviaremos dentro de las 48 horas h¨¢biles. Pedimos disculpas nuevamente por las molestias ocasionadas y gracias por su comprensi¨®n. ?Esperando por una respuesta!"
"Buenas tardes, he recibido su mensaje. Dado que el tel¨¦fono ya es reacondicionado prefiero el reembolso y ya mirar¨¦ otro. Gracias y perd¨®n por la molestia. Un saludo ","Estimado cliente, OK, no se preocupe. Una vez que hayamos recibido su producto devuelto y cumpla con los requisitos, le reembolsaremos. Inf¨®rmenos cuando devuelva el tel¨¦fono. Gracias y que tengas un buen d¨ªa ?"
"Gracias por todo, espero solucionarlo antes de acabar la semana. Perd¨®n por la molestia.","Estimado cliente, est¨¢ bien, ?devolvi¨® el tel¨¦fono? Verificamos la log¨ªstica, no hay informaci¨®n al respecto (ver m¨¢s abajo TL). Por favor, h¨¢ganos saber cuando lo devuelva. Gracias y que tengas un buen d¨ªa ??https://www.aftership.com/en/track/1Z59EW399111880853https://sellercentral-europe.amazon.com/nms/redirect/5d606e09-a96b-3fcd-a651-07d836e04ad3?nt=BBC_MESSAGE_CONFIRMATION_TO_MERCHANT&sk=SSSZ4ZPbM1M31hnMoE0k-sQWovJRPHsbPGhsqHx2AEl8AJzT0SaJdn4mETBqFQoCXWwx4Kr4fPQyFSu_XjYIoQ&n=1&u=aHR0cHM6Ly93d3cuYWZ0ZXJzaGlwLmNvbS9lbi90cmFjay8xWjU5RVczOTkxMTE4ODA4NTM"
"El m¨®vil que me ha llegado se recalienta hasta el punto que parece que va a explotar, llevo 3 d¨ªas us¨¢ndolo y se recalienta much¨ªsimo, la pantalla se bloquea diciendome que hasta que no se enfr¨ªe no lo puedo utilizar, a dem¨¢s apenas carga","Estimado cliente, Pedimos disculpas por cualquier inconveniente. No se preocupe, podemos ofrecerle un nuevo reemplazo. 1. Env¨ªenos fotos del dispositivo para protegerlo de cualquier disputa, pantalla de fotos encendida y apagada y contraportada. Confirme cuidadosamente si el tel¨¦fono ha sufrido ca¨ªdas/presi¨®n/entrada de agua o da?os similares. 2. Confirme la informaci¨®n a continuaci¨®n para que podamos generar una etiqueta de devoluci¨®n gratuita para usted y guiarlo en la devoluci¨®n del producto defectuoso. Gracias y espero su respuesta. AtentamenteAlaitz Morcillo EnriquezHerriondo Bailara, 6Lezo, Gipuzkoa 20100Spain651472917"
"Hola , el m¨®vil se recalienta y no me permite hacer uso de ning¨²n tipo con el , el m¨®vil est¨¢ f¨ªsicamente en perfecto estado y la c¨¢mara tambi¨¦n, puedo mandar foto de c¨®mo est¨¢ el exterior 
Estas son la im¨¢genes que puedo ofrecer debido al estado del movil ","Estimado cliente, Gracias por sus fotos. Confirme la informaci¨®n a continuaci¨®n para que podamos generar una etiqueta de devoluci¨®n gratuita para usted y guiarlo en la devoluci¨®n de su producto defectuoso. Gracias y espero su respuesta. AtentamenteAlaitz Morcillo EnriquezHerriondo Bailara, 6Lezo, Gipuzkoa 20100Spain651472917"
"Confirmado
Ahora que va a pasar?","Estimado cliente, Adjunto encontrar¨¢ la etiqueta de env¨ªo gratuito. Siga estas instrucciones cuidadosamente, y si no se siguen estas instrucciones, tendremos que devolverle el dispositivo. 1. Desactive el C¨®DIGO DE BLOQUEO si su dispositivo tiene uno o escr¨ªbalo en un papel y p¨®ngalo en la caja. 2. DESCONECTA tu cuenta de iCloud. Si una cuenta de iCloud est¨¢ conectada al tel¨¦fono devuelto, ralentizar¨¢ su proceso de soporte. 3. Guarda tus datos y retira la tarjeta SIM. 4. Luego puede empacar el producto. Utilice un embalaje lo suficientemente fuerte y todos los accesorios recibidos deben devolverse juntos. Embale el producto con cuidado para protegerse de una posible disputa. 5. Imprima la etiqueta de env¨ªo en el paquete. 6. Puedes entregar el paquete en la siguiente direcci¨®n: FANDERIA PASEALEKUA IBILBIDEA 1720100 ERRENTERIA Espa?a Si esta direcci¨®n no le conviene, puede consultar la p¨¢gina web del transportista para obtener una lista de puntos de entrega cercanos. Una vez que hayamos recibido el producto devuelto y cumpla con los requisitos, le enviaremos un cambio dentro de las 48 horas h¨¢biles. Pedimos disculpas nuevamente por las molestias ocasionadas y gracias por su comprensi¨®n. ?Esperando por una respuesta!"
"El movil esta defectuoso la bateria el sistema dice que no es la original y se apaga y se enciende. Que hacemos????
El telefono funcionaba los primeros dias pero de repente empezo apagarse y a encenderse solo. Lo ponemos a cargar y no carga. Y ya nos salio un mensaje diciendo que la bateria no era la original y que no estaba bien. Le mando fotos. Como debemos hacer la devolucion para que nos envien otro¡­ lo necesitamos por trabajo. 
El pedido seria para alberto mu?oz Sanchez Urb mar de plata local costa gades 11393 zahara de los atunes Cadiz Tlfno 600843698Me enviaran otro igual??Muchas gracias","Estimado cliente, gracias por su informaci¨®n, queremos enviarle una etiqueta de devoluci¨®n gratuita, pero no podemos generar la etiqueta de devoluci¨®n en nuestro sistema con esta direcci¨®n. Y te devolveremos un m¨¢ximo de 17 euros en concepto de gastos de env¨ªo. ?Podr¨ªa devolver el producto a nuestra direcci¨®n a continuaci¨®n utilizando su propio servicio de mensajer¨ªa? Gracias y espero su respuesta.UNI TECHNOLOGIE -AMZLI CHENFANG4 rue des potiers31000 TOULOUSEFrance33 975605388"
"Y el movil?? Cuando me devuelven el movil?? Y tengo que pagar yo los gastos de envio???? 
La formula no me parece la correcta!!! Llevo ya tres dias sin telefono¡­pague por un telefono que debia estar en optimas condiciones¡­y debian haberme ya enviado uno nuevo!!!! Y encima yo pagar los gastos de envio¡­no lo comprendo
Estimado Seller de Amazon:Este es el equipo del Servicio de atenci¨®n al cliente de Amazon. Un cliente se puso en contacto con nosotros para hacernos algunas preguntas sobre una compra que te hizo. Esta es la descripci¨®n del problema:Producto: B08PCF4MBBN¨²mero de pedido: 171-5423518-4434729Devoluci¨®n solicitada: noMotivo de contacto:  Cliente nos informa qu eeste movil que recibio de ustedes esta defectuosos, non indica que la bateria no es la original, se apaga y se enciende solo y se apaga solo, cliente no desea reembolso cliente desea devolucion y reemplazo por un articulo que is funcione, por favor solucionar a cliente en la menor brevedad de tiempo popsible Responde a esta solicitud en un plazo de 48?horas.Gracias,Servicio de atenci¨®n al cliente de Amazon","Estimado cliente, no necesita pagar ning¨²n costo de env¨ªo, el sistema est¨¢ bien ahora. Encuentre adjunta la etiqueta de env¨ªo gratuito. Siga estas instrucciones cuidadosamente, y si no se siguen estas instrucciones, tendremos que devolverle el dispositivo. 1. Desactive el C¨®DIGO DE BLOQUEO si su dispositivo tiene uno o escr¨ªbalo en un papel y p¨®ngalo en la caja. 2. DESCONECTA tu cuenta de iCloud. Si una cuenta de iCloud est¨¢ conectada al tel¨¦fono devuelto, ralentizar¨¢ su proceso de soporte. 3. Guarda tus datos y retira la tarjeta SIM. 4. Luego puede empacar el producto. Utilice un embalaje lo suficientemente fuerte y todos los accesorios recibidos deben devolverse juntos. Embale el producto con cuidado para protegerse de una posible disputa. 5. Imprima la etiqueta de env¨ªo en el paquete. 6. Puede entregar el paquete en la siguiente direcci¨®n: CALLE CALVO SOTELO 811160 BARBATE Espa?a Si esta direcci¨®n no le conviene, puede consultar la p¨¢gina web del transportista para obtener una lista de puntos de entrega cercanos. Una vez que hayamos recibido el producto devuelto y cumpla con los requisitos, le enviaremos un cambio dentro de las 48 horas h¨¢biles. Pedimos disculpas nuevamente por las molestias ocasionadas y gracias por su comprensi¨®n. ?Esperando por una respuesta!"
"Buenas, ya esta enviado! Espero el movil nuevo. Cuando sabre que me lo han enviado? Lo necesito urgente por trabajo. Espero que sea del mismo color y capacidad","Estimado cliente,?Gracias por su informaci¨®n! Realizaremos un seguimiento del paquete y lo mantendremos informado sobre la recepci¨®n.Una vez que hayamos recibido el producto devuelto y cumpla con los requisitos, le enviaremos un cambio dentro de las 48 horas h¨¢biles. Nos vemos muy pronto y que tenga un buen d¨ªa ?"
Han recibido el movil!????? Necesito un movil nuevo urgenteee,"Estimado cliente, a¨²n no hemos recibido el tel¨¦fono y verificamos la log¨ªstica, puede llegar el 9 de junio (ver TL a continuaci¨®n). No se preocupe, nos pondremos en contacto con usted una vez que lo recibamos. Una vez que hayamos recibido el producto devuelto y cumple con los requisitos, te enviaremos el reemplazo dentro de las 48 horas h¨¢biles. Gracias por su paciencia y que tenga un buen d¨ªa ??https://www.aftership.com/track/1Z59EW399118320918https://sellercentral-europe.amazon.com/nms/redirect/e81e2bf0-e3f5-307f-a1a8-6a09d79b9a67?nt=BBC_MESSAGE_CONFIRMATION_TO_MERCHANT&sk=snmTMHkwUptGWu2G2V6P7KsmVhee1lTeCRfc7L3j7cceEcsjDhuWn65gKZwNuNatIoYHJHzohnWWv_Bdq93w6A&n=1&u=aHR0cHM6Ly93d3cuYWZ0ZXJzaGlwLmNvbS90cmFjay8xWjU5RVczOTkxMTgzMjA5MTg"
No me parece normal que haya recibido un movil que venia con una bateria que no era su original que lo haya pagado y no tenga ni el dinero ni el movil,"Estimado cliente,Nos disculpamos por cualquier inconveniente. Para que est¨¦ satisfecho, primero le enviaremos un nuevo tel¨¦fono. Pero lamentamos informarte que el verde est¨¢ agotado. Pero tenemos disponible en negro, rojo, morado y azul. Por favor d¨ªganos qu¨¦ color quiere. Gracias y esperando su respuesta ?"
Perfecto en Morado por favor,Estimado cliente: Le hemos cambiado un nuevo tel¨¦fono (color: morado). El n¨²mero de seguimiento es CUB214158291 (Transportista: Cubyn Express). Ser¨¢ enviado dentro de las 24 horas h¨¢biles. Muchas gracias por su cooperaci¨®n y que tenga un buen d¨ªa ?
"No funciona la bater¨ªa interna del tel¨¦fono. No hace ni 6 meses que lo recibimos y no funciona, as¨ª que me gustar¨ªa saber el proceso para reemplazar la bater¨ªa por una que funcione. Entendemos que es un fallo de fabricaci¨®n del m¨®vil y debe sustituirse por una bater¨ªa que funcione.Espero sus indicaciones para resolver este problema.Gracias ","Estimado cliente,Pedimos disculpas por cualquier inconveniente. Podemos proporcionarle un servicio de reparaci¨®n. Una vez que recibamos el tel¨¦fono, lo repararemos y se lo devolveremos en un plazo de 2 a 3 d¨ªas. No se preocupe. Para resolver su problema mejor y m¨¢s r¨¢pido. ?Puede proporcionar una captura de pantalla de la capacidad de la bater¨ªa del tel¨¦fono? ?Se puede recargar la bater¨ªa? Despu¨¦s de confirmar el problema del tel¨¦fono, le daremos una soluci¨®n satisfactoria. ?Esperamos saber de usted pronto!?"
"Lo que le pasa al m¨®vil es que al parecer la bater¨ªa que tiene no es del propio IPhone ya que pone pieza desconocida, y eso le est¨¢ perjudicando al m¨®vil ya que al principio cada cierto tiempo se apagaba solo el m¨®vil y luego se volv¨ªa a encender, pero ahora nada m¨¢s encenderlo, al minuto se apaga y no puedo ni cargarlo ni nada y llevo 3 d¨ªas sin bater¨ªa y que se me apaga cada dos por tres y luego se enciende y se apaga, as¨ª todo el rato ","Estimado cliente, Pedimos disculpas por cualquier inconveniente. No te preocupes, podemos ofrecerte una reparaci¨®n. 1. Env¨ªenos fotos del dispositivo para protegerlo de cualquier disputa, pantalla de fotos encendida y apagada y contraportada. Confirme cuidadosamente si el tel¨¦fono ha sufrido una ca¨ªda/presi¨®n/entrada de agua o da?os similares. 2. Confirme la informaci¨®n a continuaci¨®n para que podamos generar una etiqueta de devoluci¨®n gratuita para usted y guiarlo en la devoluci¨®n del producto defectuoso. Gracias y espero su respuesta. AtentamenteJOSE MANUEL FRECHILLA HERREROCL GAVILLA N 5 2 BVALLADOLID 47014Spain983340960"
"Buenos d¨ªas, El tel¨¦fono no ha sufrido ninguna ca¨ªda ni golpe. Ha funcionado perfectamente desde el principio hasta que ha empezado a fallar la bater¨ªa.Lo tengo con protector de pantalla y funda, as¨ª que esta en perfecto estado f¨ªsico.Les env¨ªo adjunto fotograf¨ªas del tel¨¦fono encendido y apagado como ha solicitado. Les env¨ªo tambi¨¦n una foto del mensaje que aparece sobre la bater¨ªa.No quiero hacer una devoluci¨®n, sino que me lo reparen o sustituyan la bater¨ªa por una que funcione. No puedo quedarme sin m¨®vil y me gustar¨ªa que se reparar lo antes posible. Por favor d¨ªganme como tengo que hacer para que me lo reparen o sustituyan la bater¨ªa, o sustituci¨®n completa pero por uno igual que funcione perfectamente.Por ¨²ltimo, cuando lo compr¨¦ ped¨ª que me lo enviaran a la direcci¨®n de mi familia en Valladolid, calle Gavilla 5, 2b porque el tel¨¦fono era un regalo de Navidad y era donde nos encontr¨¢bamos, pero mi direcci¨®n correcta es la siguiente:ALMUDENA FRECHILLA HERREROURB LORCRIMAR, FASE IV, BLOQUE 5, 1.D29660 MARBELLA -MALAGA Pueden comprobar que esta es mi direcci¨®n porque es la que aparece en mi perfil de Amazon y datos de facturaci¨®n.Espero si respuesta para reparar el m¨®vil lo antes posible.Un saludo
Hola de nuevo, 
Env¨ªo las fotos de nuevo porque parece que pesaban mucho y no estoy segura de que las hayan recibido.
Un saludo ","Estimado cliente, gracias por sus fotos. Si no desea devolver el tel¨¦fono, podemos devolverle 45 euros. De esta manera, no hay necesidad de devolver el tel¨¦fono. Adem¨¢s, debemos informarle si su tel¨¦fono es reparado por un tercero, no podemos ofrecer ninguna garant¨ªa en el futuro. Espero su respuesta."
"Buenos d¨ªas?Que quiere decir con que me devuelve 45 euros? Yo lo que quiero es que me arreglen el tel¨¦fono que les he comprado hace menos de 6 meses y est¨¢ en garant¨ªa. Eso es lo ¨²nico que quiero y espero sus indicaciones para proceder con la reparaci¨®n.No tengo ninguna intenci¨®n de repararlo en otra empresa, porque yo se lo he comprado a ustedes y est¨¢ en garant¨ªa. Como no ha sufrido ning¨²n golpe ni da?o, entiendo que el fallo de la bater¨ªa es defecto de fabricaci¨®n y por lo tanto deben repararlo o reemplazar por una nueva.Espero su respuesta clara y concreta de como tenemos que proceder.Gracias","Estimado cliente, no se preocupe, podemos reparar su tel¨¦fono. Y confirme la informaci¨®n a continuaci¨®n, tambi¨¦n env¨ªenos su n¨²mero de tel¨¦fono. gracias ~ALMUDENA FRECHILLA HERREROURB LORCRIMAR, FASE IV, BLOQUE 5, 1.D29660 MARBELLA -MALAGA Spain"
La direcci¨®n es correcta. Mi tel¨¦fono es 34 675268150Gracias,"Estimado cliente, Adjunto encontrar¨¢ la etiqueta de env¨ªo gratuito. Siga estas instrucciones cuidadosamente, y si no se siguen estas instrucciones, tendremos que devolverle el dispositivo. 1. Desactive el C¨®DIGO DE BLOQUEO si su dispositivo tiene uno o escr¨ªbalo en un papel y p¨®ngalo en la caja. 2. DESCONECTA tu cuenta de iCloud. Si una cuenta de iCloud est¨¢ conectada al tel¨¦fono devuelto, ralentizar¨¢ su proceso de soporte. 3. Guarda tus datos y retira la tarjeta SIM. 4. Luego puede empacar el producto. Utilice un embalaje lo suficientemente fuerte y todos los accesorios recibidos deben devolverse juntos. Embale el producto con cuidado para protegerse de una posible disputa. 5. Imprima la etiqueta de env¨ªo en el paquete. 6. Puede entregar el paquete en la siguiente direcci¨®n: CALLE JORGE MANRIQUE 20A LOCAL29660 MARBELLA Espa?a Si esta direcci¨®n no le conviene, puede consultar el sitio web del transportista para obtener una lista de puntos de entrega cercanos. Una vez que hayamos recibido el producto devuelto y cumpla con los requisitos, lo repararemos y se lo enviaremos dentro de las 48 horas h¨¢biles. Pedimos disculpas nuevamente por las molestias ocasionadas y gracias por su comprensi¨®n. ?Esperando por una respuesta!"
"Buenas tardes, el iPhone me est¨¢ dando problemas. A la hora de escribir aparece como una doble l¨ªnea. A veces se apaga y se enciende solo. Sale y entra solo en las aplicaciones y a la hora de subir el brillo del tel¨¦fono, sobretodo con los v¨ªdeos, se pone la pantalla en negro y al poco vuelve la imagen. Me gustar¨ªa saber si se puede reemplazar por otro igual. Muchas gracias ","Estimado cliente,Lamentamos oir eso. Env¨ªenos algunas fotos del tel¨¦fono para mostrar el problema (pantalla encendida y apagada y cubierta posterior). Y por favor confirme cuidadosamente si el tel¨¦fono ha experimentado alguna ca¨ªda/apret¨®n/entrada de agua o da?os similares.Lo invitamos a forzar el restablecimiento de su dispositivo. Esta manipulaci¨®n puede permitir que su dispositivo vuelva a funcionar completamente. Si el problema persiste, le ofreceremos una soluci¨®n satisfactoria. ?Gracias!"
"Le mando las fotograf¨ªas solicitadas 
Le iba a adjuntar videos con los fallos, pero no me permiten subirlos","Estimado cliente,Gracias por su informaci¨®n. No se preocupe, podemos ofrecerle un nuevo reemplazo despu¨¦s de la recepci¨®n. Confirme su direcci¨®n de entrega como se indica a continuaci¨®n para que podamos generar una etiqueta de devoluci¨®n gratuita para usted y guiarlo para que nos devuelva el producto defectuoso. Gracias y espero su respuesta. Atentamenteana belen rodriguez quevedoavenida gaspar garcia laviana 18 bajo centrogijon, asturias 33210Spain690693957
Env¨ªenos el video a trav¨¦s de nuestra direcci¨®n de correo electr¨®nico indicando su n¨²mero de pedido (Amazon eliminar¨¢ la direcci¨®n de correo electr¨®nico, por lo que la enviaremos a trav¨¦s de una captura de pantalla adjunta). ?Gracias!"
"Mi m¨®vil ha dejado de cargar, me gustar¨ªa que repararan ese fallo","Estimado cliente,Pedimos disculpas por las molestias. 1. Intente apagar su tel¨¦fono y reiniciarlo. A veces, el tel¨¦fono se cargar¨¢ normalmente cuando se reinicie. 2. ?Has probado con otro cable de carga y cargador? Por favor, compruebe si el tel¨¦fono se puede cargar. 3. ?Hay una se?al de carga en la pantalla cuando el tel¨¦fono est¨¢ conectado a un adaptador de corriente? Atentamente"
"Ya lo he reiniciado varias veces y he probado a cambiar el cable de carga y cargador y sigue sin cargar. Si que hay una se?al de carga, sale el s¨ªmbolo de carga pero el porcentaje no sube.
Necesito enviarlo para que lo reparen. ","Estimado cliente,Nos disculpamos por cualquier inconveniente. No te preocupes, podemos ofrecerte una reparaci¨®n. Por favor env¨ªenos la siguiente informaci¨®n:1. El n¨²mero IMEI de su tel¨¦fono. Puede encontrarlo en <Configuraci¨®n - General - Informaci¨®n> y tomar una foto de esta p¨¢gina y envi¨¢rnosla.2. Fotos del dispositivo para protegerlo de cualquier disputa, pantalla de fotos encendida y apagada y cubierta posterior. Confirme cuidadosamente si el tel¨¦fono ha sufrido una ca¨ªda/presi¨®n/entrada de agua o da?os similares.3. Su direcci¨®n de entrega con destinatario y n¨²mero de tel¨¦fono de contacto para que podamos generar una etiqueta de devoluci¨®n gratuita para usted y guiarlo en la devoluci¨®n del producto defectuoso. Gracias y espero su respuesta. Atentamente"
La c¨¢mara trasera est¨¢ ara?ada y golpeaga,"Estimado cliente, Pedimos disculpas por cualquier inconveniente. Env¨ªenos fotos para mostrar el problema. Confirme cuidadosamente si el tel¨¦fono ha sufrido una ca¨ªda/presi¨®n/entrada de agua o da?os similares. Gracias y espero su respuesta. Atentamente"
"Tiene el filo ara?ado
Los filos por delante tambi¨¦n est¨¢n ara?ados","Estimado cliente, Lamentamos las molestias ocasionadas. En este caso, ?te gustar¨ªa quedarte con el tel¨¦fono con un gesto comercial de 20 euros? ?O devolvernos el tel¨¦fono para cambiarlo? ?Espero tu respuesta!"
"No s¨¦ si es posible ver el tel¨¦fono que me vais a enviar antes ,para que no venga igual o peor que est¨¦ ,si no hay posibilidad prefiero este ya que lo he visto personalmente con el abono de los 20 euros","Estimado cliente,    No podemos prometer que otro ser¨¢ mejor que ese, as¨ª que te devolveremos $20 para que te quedes con el tel¨¦fono. Gracias y que tengas un buen d¨ªa ?
Estimado cliente, Hemos realizado un gesto comercial de 20 euros a trav¨¦s de Amazon. El dinero se acreditar¨¢ a la tarjeta que utiliz¨® para la compra dentro de las 72 horas h¨¢biles.Saludos"
La pantalla del iPhone hace cosas raras unas veces no va y otras se vuelve loco.Y la bater¨ªa la mandaron con un 88 de porcentaje y ahora tiene 70,"Estimado cliente,Disculpe las molestias. ?Podr¨ªa enviarnos una captura de pantalla del estado de la bater¨ªa?Lo invitamos a forzar el restablecimiento de su dispositivo. Esta manipulaci¨®n puede permitir que su dispositivo vuelva a ser completamente funcional. Si el problema persiste, le ofreceremos una soluci¨®n satisfactoria. ?Gracias!"
"Hola buenos d¨ªas aqu¨ª te env¨ªo lo que es el % de la bater¨ªa , lo ¨²nico que lo de que no va una parte de la pantalla no me deja enviarlo por que son como maximo 10 MB en este mensaje ","Estimado cliente,Pedimos disculpas por cualquier inconveniente, no se preocupe, podemos ofrecerle una reparaci¨®n, por favor env¨ªenos la siguiente informaci¨®n: 1. Fotos del dispositivo para protegerlo de cualquier disputa, fotos de la pantalla encendida y apagada, y la tapa trasera Confirme cuidadosamente si el tel¨¦fono sufri¨® una ca¨ªda/presi¨®n/entrada de agua o da?os similares 2. Confirme si la siguiente direcci¨®n es correcta.Para que podamos proporcionarle una etiqueta de devoluci¨®n gratuita. ?Esperamos tener noticias suyas pronto! ?Antonio Fernandez bermejoCalle Rio Molino 21 3 izquierda31591 Corella622193555"
"Buenas tardes,Adjunto fotos solicitadas.El m¨®vil m¨®vil no a sufrido ninguna ca¨ªda ni le ha entrado agua ni a sido sometido a ning¨²n tipo de presi¨®n. La direcci¨®n que indic¨¢is es la correcta.","Estimado cliente,Encuentre la etiqueta de env¨ªo gratuito adjunta.Siga estas instrucciones cuidadosamente y, si no las sigue, tendremos que devolverle el dispositivo.1. Desactive el C¨®DIGO DE BLOQUEO si su dispositivo tiene uno o escr¨ªbalo en una hoja de papel y p¨®ngalo en la caja.2. DESCONECTE su cuenta ICLOUD. Si hay una cuenta de iCloud conectada en el tel¨¦fono devuelto, ralentizar¨¢ su proceso de soporte.3. Guarda tus datos y retira la tarjeta SIM.4. Luego puede empacar el producto. Utilice un embalaje lo suficientemente fuerte y todos los accesorios recibidos deben devolverse juntos. Embale el producto con cuidado para protegerse de posibles disputas.5. Imprima la etiqueta de env¨ªo en el paquete.6. Puede entregar el paquete en la siguiente direcci¨®n:CALLE TAJADAS 2831591 CORELLA SpainSi esta direcci¨®n no le conviene, puede consultar el sitio web del transportista para obtener una lista de puntos de reenv¨ªo cercanos.Una vez que hayamos recibido el producto devuelto y cumpla con los requisitos, te enviaremos el producto reparado en un plazo m¨¢ximo de 48 horas h¨¢biles.Pedimos disculpas nuevamente por las molestias ocasionadas por nosotros y gracias por su comprensi¨®n.?Esperando por una respuesta!
Estimado cliente,?Espero que est¨¦s bien hoy! De acuerdo con la log¨ªstica, el paquete ha sido entregado. Consultaremos con nuestro almac¨¦n y le ofreceremos una soluci¨®n dentro de las 48 horas h¨¢biles. ?Te ver¨¦ muy pronto!"
